gene_id	control_rep1	control_rep2	control_rep3	treat1_rep1	treat1_rep2	treat1_rep3	treat2_rep1	treat2_rep2	treat2_rep3
ENSG00000143512:HHIPL2	2731	2982	2653	3977	2913	3019	2333	2081	2258
ENSG00000166436:TRIM66	42	31	34	37	37	31	44	46	48
ENSG00000167657:DAPK3	37	19	16	37	21	14	40	29	36
ENSG00000171492:LRRC8D	2729	2953	2617	3927	2893	2973	2279	2048	2233
ENSG00000213639:PPP1CB	752	804	716	1109	864	840	752	659	707
ENSG00000279493:FP565260.4	3	8	2	3	6	2	7	5	1
ENSG00000181284:TMEM102	3	0	3	4	4	10	1	2	1
ENSG00000108344:PSMD3	1096	1221	1114	1603	1185	1288	491	639	656
ENSG00000014914:MTMR11	2192	2377	2484	2484	1781	1820	1845	1850	1945
ENSG00000165660:ABRAXAS2	12	13	18	24	18	18	7	8	13
ENSG00000196900:TEX43	1051	1053	1067	1192	981	955	995	1043	1065
ENSG00000136697:IL1F10	610	711	630	1156	920	840	765	822	858
ENSG00000165124:SVEP1	0	0	0	0	0	0	0	0	0
ENSG00000285292:ABCF2-H2BE1	5	0	2	3	2	6	0	0	0
ENSG00000135931:ARMC9	33	23	34	54	46	42	17	25	9
ENSG00000213658:LAT	2917	3153	2927	4669	3338	3449	2311	2472	2887
ENSG00000171396:KRTAP4-4	1025	1091	1107	1438	1025	1099	550	584	610
ENSG00000244005:NFS1	96	116	101	138	107	113	120	131	138
ENSG00000110080:ST3GAL4	143	130	145	171	134	132	151	129	104
ENSG00000171115:GIMAP8	56	60	56	79	31	42	20	17	14
ENSG00000127515:OR7A10	144	163	153	116	105	114	40	34	41
ENSG00000269307:AC010463.1	1103	1284	1178	1751	1143	1304	736	886	1080
ENSG00000112812:PRSS16	1	2	1	2	0	0	4	3	1
ENSG00000008438:PGLYRP1	1	0	2	0	0	1	4	0	2
ENSG00000105849:TWISTNB	256	248	213	288	194	139	156	158	100
ENSG00000221829:FANCG	5	9	7	13	6	6	2	1	9
ENSG00000116117:PARD3B	183	187	205	243	197	186	5	16	12
ENSG00000230626:AC011005.1	4	5	3	6	0	9	0	3	0
ENSG00000166428:PLD4	139	137	131	170	141	136	54	50	63
ENSG00000177932:ZNF354C	9369	10062	9171	14705	9894	10466	11134	11294	12307
ENSG00000146555:SDK1	1801	2044	1855	2707	1914	1869	2679	3109	3097
ENSG00000159915:ZNF233	3912	4558	4150	6019	4034	4144	4142	4148	4555
ENSG00000137075:RNF38	19311	21084	19693	27300	19783	19378	20636	21633	21772
ENSG00000112139:MDGA1	292	334	263	395	258	323	215	224	226
ENSG00000176358:TAC4	2916	3325	3129	3797	2627	2803	2685	2675	3025
ENSG00000134278:SPIRE1	7	2	5	9	3	4	3	7	5
ENSG00000164047:CAMP	239	270	232	349	225	204	433	585	648
ENSG00000104112:SCG3	2834	2934	2780	3954	2804	2954	2526	2798	2946
ENSG00000118271:TTR	40	43	36	50	36	47	10	14	13
ENSG00000163191:S100A11	1077	1191	1100	1512	1108	1199	1406	1525	1569
ENSG00000115514:TXNDC9	1717	1700	1710	2019	1483	1490	530	578	615
ENSG00000109536:FRG1	1107	1085	1203	1559	1079	1197	812	972	975
ENSG00000103365:GGA2	37	30	57	41	24	20	22	31	29
ENSG00000285558:AC112504.2	154	152	135	201	176	195	94	131	152
ENSG00000234745:HLA-B	4910	5177	5230	6743	4768	5389	3021	3585	3831
ENSG00000080910:CFHR2	24	42	37	60	39	59	7	9	9
ENSG00000139797:RNF113B	756	854	739	1169	872	978	285	335	411
ENSG00000049768:FOXP3	1033	1046	971	1144	731	803	502	451	436
ENSG00000131050:BPIFA2	635	637	606	782	467	528	355	290	302
ENSG00000121073:SLC35B1	5136	5848	4710	8448	6238	6078	5058	4918	5801
ENSG00000182919:C11orf54	2417	2760	2689	3713	2969	3005	1538	1900	2121
ENSG00000147138:GPR174	205	199	194	206	143	171	125	144	130
ENSG00000138670:RASGEF1B	17	18	23	19	9	3	25	55	55
ENSG00000277758:FO681492.1	2293	2163	2248	3257	2303	2226	2730	2832	2850
ENSG00000253368:TRNP1	4	5	0	5	1	2	17	15	20
ENSG00000161671:EMC10	1	2	2	7	3	7	10	15	9
ENSG00000174446:SNAPC5	2956	3059	2955	4117	2979	3071	2669	2887	2775
ENSG00000182400:TRAPPC6B	1093	1233	1051	1761	1299	1332	848	863	968
ENSG00000163798:SLC4A1AP	1304	1426	1324	2003	1446	1404	1141	1237	1300
ENSG00000271698:AC233992.2	223	206	179	307	225	211	70	80	71
ENSG00000104415:CCN4	60	52	51	78	61	45	65	74	93
ENSG00000144283:PKP4	142	133	140	211	128	147	113	92	83
ENSG00000268350:FAM156A	8	7	15	16	12	11	12	8	11
ENSG00000152467:ZSCAN1	28	42	27	58	36	44	15	19	37
ENSG00000178233:TMEM151B	283	320	283	381	309	358	300	266	263
ENSG00000213401:MAGEA12	2	1	1	4	0	2	4	3	0
ENSG00000158552:ZFAND2B	893	1014	1048	1618	1050	1159	1188	1155	1212
ENSG00000093144:ECHDC1	1392	1516	1579	2687	1991	2056	1770	1795	1817
ENSG00000064205:CCN5	0	0	5	3	0	0	2	2	1
ENSG00000119523:ALG2	31	16	14	38	32	19	14	19	18
ENSG00000186844:LCE1A	1060	1184	1030	1689	1256	1175	1527	1471	1467
ENSG00000115596:WNT6	7384	8309	7541	14925	9236	9000	11903	10604	11359
ENSG00000167721:TSR1	1333	1566	1419	2050	1443	1432	1271	1349	1328
ENSG00000228300:FAM174C	225	248	198	281	209	238	456	532	486
ENSG00000169515:CCDC8	71	84	76	111	89	114	161	199	160
ENSG00000159450:TCHH	1467	1706	1529	2514	1913	2010	1744	1883	2109
ENSG00000103227:LMF1	0	0	0	0	0	0	1	0	0
ENSG00000132485:ZRANB2	1121	1144	1059	1674	1215	1278	1538	1360	1593
ENSG00000226288:OR52I2	226	273	243	279	166	230	266	293	308
ENSG00000186009:ATP4B	23157	26488	22137	40760	30110	29721	17447	18420	21439
ENSG00000105011:ASF1B	638	693	690	981	583	706	564	606	671
ENSG00000102290:PCDH11X	2724	2829	2664	4125	2914	3146	2783	2825	3109
ENSG00000091436:MAP3K20	1595	1650	1572	2287	1552	1665	1569	1524	1607
ENSG00000269096:CT45A3	27	40	32	40	22	24	23	15	28
ENSG00000142409:ZNF787	2	4	7	6	3	3	0	0	4
ENSG00000198363:ASPH	9434	10397	9248	14162	9974	9942	15342	14703	14869
ENSG00000108406:DHX40	18	8	11	9	10	10	10	13	6
ENSG00000150637:CD226	99	85	105	136	91	98	429	439	475
ENSG00000178997:EXD1	0	0	0	0	0	0	0	0	0
ENSG00000171180:OR2M4	0	0	1	0	0	0	14	6	12
ENSG00000114638:UPK1B	37	33	30	39	34	27	167	174	220
ENSG00000162694:EXTL2	0	0	3	0	1	0	5	9	10
ENSG00000179270:PCARE	4	7	4	13	2	8	10	16	7
ENSG00000165671:NSD1	17	15	15	41	19	27	30	10	20
ENSG00000181656:GPR88	486	435	495	731	514	565	523	558	525
ENSG00000182197:EXT1	161	185	220	316	273	205	229	157	171
ENSG00000108064:TFAM	3	6	6	5	1	0	3	5	5
ENSG00000161640:SIGLEC11	1683	1938	1734	3116	2169	2363	2073	1929	2261
ENSG00000166833:NAV2	6	4	8	14	6	9	3	5	0
ENSG00000118412:CASP8AP2	1832	1867	1763	2674	1963	1791	2033	2159	2037
ENSG00000118518:RNF146	1337	1338	1251	2218	1416	1572	1289	1089	1129
ENSG00000144713:RPL32	996	1213	1055	1123	866	889	1127	1187	1287
ENSG00000131409:LRRC4B	2170	2308	2337	2838	1899	1970	2257	2712	2846
ENSG00000185760:KCNQ5	0	0	0	2	0	0	1	2	0
ENSG00000206113:CFAP99	2008	2121	1857	3047	2135	2254	1913	2065	2073
ENSG00000198887:SMC5	468	580	483	735	527	466	580	457	468
ENSG00000131686:CA6	5	6	12	7	4	5	3	2	2
ENSG00000132613:MTSS2	301	383	284	479	372	382	310	254	230
ENSG00000187980:PLA2G2C	383	515	401	631	474	463	477	441	451
ENSG00000205339:IPO7	1	2	4	6	1	2	10	12	5
ENSG00000159176:CSRP1	0	0	0	0	0	0	0	0	0
ENSG00000253117:OC90	512	535	521	1199	872	933	167	190	145
ENSG00000183598:H3C13	75	68	73	99	70	88	23	21	17
ENSG00000156990:RPUSD3	2168	2083	2164	3603	2643	2459	2497	2379	2227
ENSG00000152785:BMP3	2121	2412	2128	3267	2353	2176	4392	4062	4280
ENSG00000196510:ANAPC7	8964	9100	8624	13018	9445	9145	12635	11242	10493
ENSG00000134516:DOCK2	1087	1182	1168	1592	1238	1092	1247	1058	1148
ENSG00000130589:HELZ2	8	4	6	12	11	11	4	5	4
ENSG00000120875:DUSP4	184	191	191	226	159	154	309	435	413
ENSG00000152102:FAM168B	3884	4089	3992	5385	4296	4135	3781	3517	3431
ENSG00000179774:ATOH7	1024	987	909	1302	955	891	758	743	817
ENSG00000064490:RFXANK	5038	5150	4822	6501	4728	4592	4114	3735	3688
ENSG00000165688:PMPCA	2	0	5	1	1	0	0	1	1
ENSG00000120699:EXOSC8	0	1	1	1	2	1	0	0	0
ENSG00000206527:HACD2	11	4	6	11	5	9	1	0	0
ENSG00000180872:DEFB112	205	215	195	240	189	207	130	140	162
ENSG00000183346:CABCOCO1	248	277	277	571	391	348	232	284	354
ENSG00000197808:ZNF461	0	0	1	0	2	0	0	0	0
ENSG00000134460:IL2RA	1	0	4	0	1	0	0	1	1
ENSG00000181061:HIGD1A	4982	5104	4779	6432	4692	4548	4100	3714	3671
ENSG00000104067:TJP1	6501	6895	6577	10456	7457	7335	4584	4206	4424
ENSG00000009780:FAM76A	140	115	100	208	152	165	40	24	43
ENSG00000261587:TMEM249	748	759	768	984	736	746	746	792	737
ENSG00000174004:NRROS	7199	7447	7301	10547	7227	7515	5458	5304	5423
ENSG00000137478:FCHSD2	477	537	548	770	643	596	194	198	179
ENSG00000105835:NAMPT	1187	1215	1228	1913	1405	1328	1620	1456	1417
ENSG00000205076:LGALS7	256	269	270	302	256	195	28	33	46
ENSG00000163449:TMEM169	608	689	612	954	746	747	612	611	655
ENSG00000151576:QTRT2	1720	1621	1680	2276	1663	1569	370	363	324
ENSG00000198435:NRARP	4147	4219	3893	5280	3856	3736	3416	3085	3096
ENSG00000262304:AC027796.3	2855	3236	3133	4198	3264	3237	2973	2877	3161
ENSG00000182256:GABRG3	2180	2281	2212	3246	2275	2411	3682	3601	3889
ENSG00000178591:DEFB125	461	539	423	688	493	506	360	397	521
ENSG00000058056:USP13	4464	4937	4657	7390	5398	5390	5130	5244	5634
ENSG00000164251:F2RL1	10	14	13	18	10	7	2	6	1
ENSG00000162520:SYNC	2141	2083	2108	2643	1901	1932	1398	1237	1235
ENSG00000183624:HMCES	101	119	110	196	88	121	68	59	62
ENSG00000118971:CCND2	1	1	5	3	0	3	0	1	1
ENSG00000169006:NTSR2	8	13	16	19	12	17	1	2	0
ENSG00000184860:SDR42E1	1	2	0	0	0	0	0	0	0
ENSG00000112936:C7	0	0	0	0	0	0	0	0	0
ENSG00000204348:DXO	0	0	0	0	0	0	1	0	0
ENSG00000140743:CDR2	0	0	0	0	0	0	0	0	0
ENSG00000258429:PDF	0	0	0	0	2	0	0	0	0
ENSG00000286237:ARMCX5-GPRASP2	0	0	1	0	0	0	0	3	0
ENSG00000159958:TNFRSF13C	195	165	215	218	170	176	78	107	92
ENSG00000053524:MCF2L2	50	53	52	47	41	46	24	33	38
ENSG00000011332:DPF1	2218	2608	2359	3435	2395	2446	2283	2065	2223
ENSG00000100994:PYGB	0	2	1	2	1	2	5	2	2
ENSG00000183753:BPY2	469	567	540	636	441	456	407	425	538
ENSG00000259956:RBM15B	2681	2538	2582	3519	2527	2481	2836	2513	2499
ENSG00000165501:LRR1	4816	5399	5055	7664	5763	5579	9716	8815	9045
ENSG00000163913:IFT122	343	323	361	446	267	283	161	173	118
ENSG00000285480:H2BE1	5635	6080	5740	9735	7013	6857	9424	8722	8801
ENSG00000104413:ESRP1	1869	2116	2035	2825	2016	1986	1931	2159	2122
ENSG00000143847:PPFIA4	498	561	536	805	568	622	670	603	669
ENSG00000111540:RAB5B	12	21	11	38	24	21	23	21	32
ENSG00000213930:GALT	0	0	0	0	1	0	3	3	6
ENSG00000158525:CPA5	45	42	43	54	36	34	22	44	34
ENSG00000171561:OR2AT4	1422	1510	1517	1772	1172	1409	1420	1627	1624
ENSG00000145423:SFRP2	157	128	106	192	160	140	122	128	167
ENSG00000176055:MBLAC2	4158	4349	4009	7153	4854	5083	3982	4020	4783
ENSG00000025770:NCAPH2	291	391	405	482	358	335	182	209	243
ENSG00000182795:C1orf116	6	3	10	6	3	0	0	0	1
ENSG00000188130:MAPK12	60	74	54	84	67	50	40	37	35
ENSG00000185532:PRKG1	961	1008	1024	1418	933	1109	943	1066	1160
ENSG00000087502:ERGIC2	1239	1163	1154	1734	1220	1183	1148	977	905
ENSG00000189266:PNRC2	2589	2632	2605	3233	2451	2556	2306	2186	2200
ENSG00000204228:HSD17B8	1251	1444	1433	1765	1348	1308	1681	1792	1933
ENSG00000269858:EGLN2	1146	1284	1263	1707	1283	1284	2058	1864	2065
ENSG00000186628:FSD2	1	4	3	2	4	0	6	10	9
ENSG00000170615:SLC26A5	1318	1261	1343	1878	1347	1473	1657	2148	2346
ENSG00000188620:HMX3	465	433	479	543	385	402	420	396	401
ENSG00000189013:KIR2DL4	3271	3400	3512	5105	3543	3710	3439	3340	3187
ENSG00000204991:SPIRE2	1827	2060	1818	2879	2156	2279	3413	3228	3539
ENSG00000248405:PRR5-ARHGAP8	4216	4729	4465	7167	5259	5122	5864	5463	5606
ENSG00000169344:UMOD	34	43	30	34	25	12	31	22	13
ENSG00000146263:MMS22L	805	956	787	1382	1063	1039	884	1158	1192
ENSG00000186073:C15orf41	0	0	0	0	0	0	0	0	0
ENSG00000240344:PPIL3	2320	2317	2179	3449	2429	2712	1559	1855	2212
ENSG00000152683:SLC30A6	459	448	411	569	363	479	376	391	453
ENSG00000124507:PACSIN1	2238	2566	2403	3735	2679	2860	2584	2740	3032
ENSG00000151360:ALLC	1950	1892	1813	2688	2115	1903	2155	1842	1654
ENSG00000197487:GALP	45	49	32	72	61	64	13	9	16
ENSG00000170381:SEMA3E	4998	5454	4969	8161	5487	5916	4695	4614	5500
ENSG00000029725:RABEP1	8	5	3	3	5	0	6	10	12
ENSG00000143194:MAEL	184	213	190	250	154	189	294	290	336
ENSG00000175857:GAPT	5	4	5	4	0	1	8	5	4
ENSG00000120860:WASHC3	4562	5078	4796	7643	5042	5483	4326	4466	4807
ENSG00000204450:TRIM64	798	995	928	1177	874	982	419	542	569
ENSG00000101695:RNF125	3164	3280	3132	5027	3486	3600	2905	2773	2951
ENSG00000096717:SIRT1	1933	2045	2021	2821	1967	2063	2212	2313	2575
ENSG00000176165:FOXG1	2159	2263	2153	3050	2152	2225	1594	1708	1765
ENSG00000100601:ALKBH1	5212	5391	5380	7748	5514	5643	6894	6955	6417
ENSG00000162598:C1orf87	4786	5071	5280	6513	4260	4760	4316	5302	5592
ENSG00000089723:OTUB2	6	9	10	11	13	5	18	10	4
ENSG00000118007:STAG1	5	5	3	4	3	0	3	10	9
ENSG00000178761:FAM219B	413	527	446	467	366	483	205	213	248
ENSG00000163545:NUAK2	5998	6654	6285	8172	5872	6297	6290	7187	7753
ENSG00000175215:CTDSP2	4035	4617	3987	5659	4333	4600	3180	3753	4099
ENSG00000277535:AL772284.2	3	0	1	0	0	0	0	0	2
ENSG00000058729:RIOK2	732	856	798	990	816	850	657	660	760
ENSG00000149679:CABLES2	2172	2451	2258	3430	2523	2621	2758	3221	3595
ENSG00000160539:PLPP7	495	513	465	645	421	482	292	301	369
ENSG00000171119:NRTN	3	3	2	6	4	4	2	15	10
ENSG00000124839:RAB17	24	17	21	9	14	10	6	13	16
ENSG00000069869:NEDD4	32	25	26	17	17	11	8	18	18
ENSG00000128891:CCDC32	0	3	3	4	1	3	3	10	8
ENSG00000126883:NUP214	0	0	0	1	0	0	0	0	0
ENSG00000170296:GABARAP	14	17	15	16	6	8	13	19	15
ENSG00000143344:RGL1	1615	1611	1727	2023	1379	1567	440	536	647
ENSG00000186479:RGS7BP	0	0	0	0	0	0	0	0	0
ENSG00000106948:AKNA	7907	8219	7648	12889	9021	9267	8047	8492	8521
ENSG00000188735:TMEM120B	6985	7759	7195	11709	8269	8489	8394	8529	8614
ENSG00000170684:ZNF296	7	11	3	18	12	9	10	27	35
ENSG00000109794:FAM149A	9	28	11	36	26	11	31	33	27
ENSG00000178602:OTOS	2279	2643	2407	3488	2622	2664	1885	2481	2623
ENSG00000131871:SELENOS	3	4	2	7	3	7	4	5	4
ENSG00000159352:PSMD4	902	1086	978	1056	789	888	644	854	888
ENSG00000167740:CYB5D2	2	0	2	0	1	0	0	0	0
ENSG00000056277:ZNF280C	39	51	43	38	23	31	105	145	135
ENSG00000136867:SLC31A2	337	487	423	542	459	422	1756	1945	2233
ENSG00000125611:CHCHD5	75	63	74	101	95	91	43	38	51
ENSG00000173085:COQ2	1578	1586	1682	2672	1841	1895	2613	2768	2514
ENSG00000119383:PTPA	96	110	134	184	136	109	60	49	85
ENSG00000100665:SERPINA4	0	0	0	0	3	0	1	1	0
ENSG00000047410:TPR	2874	2840	2868	4026	3036	3033	3018	2855	2761
ENSG00000163956:LRPAP1	0	0	0	1	0	0	0	0	0
ENSG00000100314:CABP7	2691	2807	2677	4141	3059	2990	2911	2819	3101
ENSG00000175137:SH3BP5L	404	437	394	620	414	421	265	247	279
ENSG00000177283:FZD8	2122	2273	2169	3190	2195	2258	1841	1828	1891
ENSG00000178287:SPAG11A	6487	6646	6272	6977	4882	5040	7174	6525	6644
ENSG00000163564:PYHIN1	1	3	3	3	5	1	2	6	2
ENSG00000127947:PTPN12	5381	6078	5388	8334	6074	6376	5759	5330	5767
ENSG00000102243:VGLL1	3572	3897	3503	5367	3785	3709	3226	3032	3403
ENSG00000172179:PRL	141	177	172	206	185	184	135	159	154
ENSG00000135090:TAOK3	47	57	44	47	35	30	12	16	15
ENSG00000139973:SYT16	55	58	42	63	44	48	71	84	93
ENSG00000145916:RMND5B	806	933	804	1470	1162	975	887	735	696
ENSG00000141040:ZNF287	0	0	0	0	0	0	0	0	0
ENSG00000162542:TMCO4	19	28	14	27	12	12	36	30	39
ENSG00000172215:CXCR6	52	58	43	57	41	29	11	11	30
ENSG00000128335:APOL2	50	23	31	55	39	37	3	1	0
ENSG00000143458:GABPB2	425	449	466	776	569	520	360	324	378
ENSG00000127528:KLF2	939	994	868	1606	1257	1042	2213	2133	2029
ENSG00000101596:SMCHD1	571	656	621	935	658	684	635	588	681
ENSG00000175354:PTPN2	2103	2266	2103	3352	2394	2525	2186	2302	2251
ENSG00000184305:CCSER1	676	670	654	1085	789	682	525	598	500
ENSG00000006459:KDM7A	1106	1173	1196	1684	1234	1143	1599	1611	1469
ENSG00000170522:ELOVL6	4000	4101	4063	6952	4863	4828	3593	3297	3192
ENSG00000093009:CDC45	95	135	104	122	92	94	64	52	81
ENSG00000231637:USP17L29	401	422	397	607	451	473	301	306	269
ENSG00000102908:NFAT5	3453	3861	3444	5190	4058	3754	4423	3996	4341
ENSG00000177721:ANXA2R	1292	1372	1271	2175	1622	1464	2498	2363	2506
ENSG00000100410:PHF5A	272	302	257	339	286	230	140	144	163
ENSG00000237651:C2orf74	636	810	707	686	590	497	2644	2381	2710
ENSG00000189077:TMEM120A	27	26	27	41	27	31	33	21	46
ENSG00000111640:GAPDH	6769	6827	6545	8698	6298	6116	7368	6138	5584
ENSG00000171056:SOX7	76	99	72	128	64	86	122	97	116
ENSG00000198301:SDAD1	2135	2214	2145	3132	2276	2168	2385	2077	2006
ENSG00000172650:AGAP5	0	0	0	0	0	0	0	0	0
ENSG00000197056:ZMYM1	157	151	179	225	137	137	65	45	43
ENSG00000006042:TMEM98	917	864	886	833	655	643	1287	1146	1132
ENSG00000036672:USP2	3313	3157	3115	4631	3106	3262	2999	3009	2893
ENSG00000126934:MAP2K2	9227	10026	9028	12738	9198	8993	11405	9933	9735
ENSG00000185198:PRSS57	1955	2048	2009	2827	2163	2080	1413	1320	1293
ENSG00000284934:AC048338.2	780	880	869	1489	940	1137	1528	1779	1965
ENSG00000204873:KRTAP9-3	436	462	434	454	356	381	449	345	383
ENSG00000110455:ACCS	7	15	19	23	9	15	2	8	5
ENSG00000153879:CEBPG	63	64	58	77	35	56	88	137	113
ENSG00000171195:MUC7	1780	2018	1750	2782	2008	1788	3124	2737	2549
ENSG00000132423:COQ3	69	84	87	107	55	82	320	307	327
ENSG00000163739:CXCL1	34	58	33	40	35	37	14	16	7
ENSG00000170846:AC093323.1	33	45	26	68	37	35	7	5	3
ENSG00000099889:ARVCF	371	355	404	343	242	220	119	107	69
ENSG00000238205:MPC1L	580	610	560	994	795	779	997	934	1084
ENSG00000120265:PCMT1	2	3	1	2	1	1	2	2	2
ENSG00000174851:YIF1A	45	47	58	75	72	48	63	35	39
ENSG00000186001:LRCH3	4058	4227	4162	5987	4219	4364	3030	3023	3072
ENSG00000050405:LIMA1	7	1	1	1	7	2	0	1	0
ENSG00000197959:DNM3	1333	1448	1354	1999	1477	1355	1738	1875	1813
ENSG00000171604:CXXC5	510	483	522	785	579	633	291	288	320
ENSG00000062582:MRPS24	1128	1234	1194	2048	1383	1372	1531	1387	1271
ENSG00000204779:FOXD4L5	4579	4869	4705	7260	5530	5193	5628	4964	5204
ENSG00000187021:PNLIPRP1	343	313	264	327	232	218	140	101	124
ENSG00000169976:SF3B5	0	0	0	0	0	0	0	0	0
ENSG00000189042:ZNF567	91	67	70	76	71	68	19	18	19
ENSG00000138613:APH1B	237	226	226	316	226	214	313	304	335
ENSG00000111684:LPCAT3	1	4	3	3	3	1	7	16	10
ENSG00000225396:FAM236D	4007	4353	3959	5193	3854	3420	4690	4691	4703
ENSG00000106333:PCOLCE	785	897	758	1123	895	771	999	821	927
ENSG00000182329:KIAA2012	4398	4835	4158	6682	4721	4687	6927	6150	6900
ENSG00000160886:LY6K	6	2	1	1	1	4	1	3	2
ENSG00000121753:ADGRB2	14	16	10	19	17	17	4	2	0
ENSG00000196911:KPNA5	409	395	418	597	391	430	526	524	600
ENSG00000172354:GNB2	0	0	0	0	0	0	0	6	0
ENSG00000130558:OLFM1	3	0	1	9	2	4	32	29	37
ENSG00000176422:SPRYD4	1315	1696	1349	1257	1250	971	1468	1410	1632
ENSG00000160255:ITGB2	872	933	814	1251	1014	982	515	480	527
ENSG00000183283:DAZAP2	11	10	18	14	8	8	26	22	8
ENSG00000095370:SH2D3C	2254	2135	2089	3532	2438	2382	1704	1576	1476
ENSG00000060339:CCAR1	248	279	304	422	251	281	178	183	185
ENSG00000095397:WHRN	393	415	350	500	414	380	688	627	587
ENSG00000106780:MEGF9	0	1	0	0	0	0	0	0	0
ENSG00000101849:TBL1X	176	148	131	120	97	87	44	48	25
ENSG00000051523:CYBA	148	139	150	259	240	178	476	422	460
ENSG00000143379:SETDB1	142	137	132	204	163	114	43	37	20
ENSG00000109911:ELP4	0	8	1	5	2	8	3	4	6
ENSG00000144785:AC073896.1	1139	1093	1252	1640	1228	1232	961	876	823
ENSG00000006611:USH1C	10	7	6	11	8	8	4	14	10
ENSG00000171004:HS6ST2	72	69	72	90	61	69	483	420	377
ENSG00000184724:KRTAP6-1	3	1	1	2	4	5	4	1	2
ENSG00000128271:ADORA2A	1	3	2	10	7	3	0	2	0
ENSG00000149485:FADS1	250	285	240	382	277	263	161	132	143
ENSG00000184033:CTAG1B	1769	1955	1865	2768	1967	1931	2036	1887	1918
ENSG00000156026:MCU	2200	2315	2019	2940	2334	2125	2629	2371	2469
ENSG00000101276:SLC52A3	2	0	1	3	1	0	1	0	2
ENSG00000156471:PTDSS1	815	916	830	1431	945	955	772	834	846
ENSG00000198478:SH3BGRL2	0	0	0	0	0	0	0	0	0
ENSG00000064393:HIPK2	0	4	3	3	2	1	1	5	4
ENSG00000102606:ARHGEF7	0	0	0	1	0	0	2	2	9
ENSG00000254997:KRTAP5-9	550	516	487	941	670	690	397	398	349
ENSG00000156983:BRPF1	0	0	0	0	0	0	0	0	0
ENSG00000167635:ZNF146	290	338	271	368	303	297	254	222	278
ENSG00000113761:ZNF346	19	25	24	42	49	27	11	12	12
ENSG00000198865:CCDC152	2038	2197	2130	3295	2157	2331	1872	1555	1638
ENSG00000121211:MND1	5693	6130	5438	10965	6923	6763	6320	5118	5737
ENSG00000274049:INO80B-WBP1	13	17	18	42	17	12	22	13	18
ENSG00000135414:GDF11	100	107	85	156	116	119	87	102	88
ENSG00000136451:VEZF1	2294	2491	2294	3923	2945	2652	2322	2073	2018
ENSG00000284691:AC073111.4	8437	9679	8290	15015	10104	10379	11445	10124	11309
ENSG00000103260:METRN	1946	2191	1917	2939	2184	2041	1806	1555	1865
ENSG00000167703:SLC43A2	1318	1256	1275	2012	1411	1423	1949	1768	1674
ENSG00000136928:GABBR2	76	125	101	161	141	138	39	40	33
ENSG00000131264:CDX4	163	276	246	384	378	361	145	214	229
ENSG00000100906:NFKBIA	104	101	86	173	145	148	90	72	88
ENSG00000198142:SOWAHC	763	924	819	1229	1013	1073	881	909	947
ENSG00000149743:TRPT1	4636	4721	4671	6521	4583	4671	4628	5205	5437
ENSG00000278961:SMIM34B	2899	3048	2701	4495	3092	3089	2525	2122	2136
ENSG00000123999:INHA	1241	1210	1244	1930	1381	1432	1458	1365	1267
ENSG00000164853:UNCX	1903	2050	1937	2699	2049	1930	1642	1506	1459
ENSG00000151388:ADAMTS12	718	731	686	963	857	741	1209	1212	1203
ENSG00000171794:UTF1	3821	4259	3791	6022	4488	4267	5119	4706	5289
ENSG00000114125:RNF7	532	614	607	831	653	597	732	663	664
ENSG00000065978:YBX1	2262	2551	2155	3787	2680	2660	3039	2770	2926
ENSG00000132635:PCED1A	398	559	494	632	501	483	479	550	566
ENSG00000188338:SLC38A3	9	13	6	6	8	9	41	45	59
ENSG00000136942:RPL35	45	43	62	72	76	54	218	272	300
ENSG00000155287:SLC25A28	4221	4364	4161	5830	4362	4229	2760	2544	2294
ENSG00000284638:AC005551.1	921	992	932	1050	843	770	1694	1518	1497
ENSG00000182415:CDY2A	35	40	47	51	59	49	87	89	82
ENSG00000162494:LRRC38	1860	1969	1945	2664	1908	1810	2235	2117	1910
ENSG00000185689:C6orf201	2817	3236	3023	4778	3287	3374	3328	3069	3252
ENSG00000183751:TBL3	4447	4481	4291	6173	4843	4385	4408	4041	4049
ENSG00000135838:NPL	4157	4681	4273	6416	4869	4882	4902	4434	4818
ENSG00000203784:LELP1	2	10	2	6	3	1	3	1	0
ENSG00000135452:TSPAN31	1187	1347	1013	2385	1491	1457	1557	1463	1735
ENSG00000174669:SLC29A2	942	947	890	1427	1040	976	1018	904	833
ENSG00000164050:PLXNB1	74	76	88	111	110	67	262	283	255
ENSG00000165804:ZNF219	1372	1430	1430	1710	1215	1179	1185	1267	1193
ENSG00000129028:THAP10	9	25	15	6	10	14	127	152	156
ENSG00000176887:SOX11	1282	1413	1324	2082	1505	1467	2173	2100	2274
ENSG00000139220:PPFIA2	2860	2870	2793	4610	3265	3311	2342	2057	2233
ENSG00000102891:MT4	9312	10795	9375	15613	11272	11308	10815	11383	11925
ENSG00000164508:H2AC1	1107	1111	1045	1214	849	882	1356	1174	1221
ENSG00000123384:LRP1	3	4	3	6	2	4	0	2	0
ENSG00000132561:MATN2	148	173	172	243	177	151	172	161	157
ENSG00000134248:LAMTOR5	31	19	20	25	14	18	34	15	27
ENSG00000222014:RAB6C	24	29	33	41	26	22	68	90	79
ENSG00000184999:SLC22A10	101	89	92	132	96	110	289	309	321
ENSG00000101222:SPEF1	74	77	106	116	74	86	91	124	149
